types,uri,prefLabel,notations,altLabels,definition,exactMatches,inScheme,topConceptOf,isSubjectOfs,collections,casNumbers,inchi,iupacName,pubchem,smiles,formula,vmmParameterIds,seeAlso,inchikey
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DOFZAZXDOSGAJZ-UHFFFAOYSA-N,disulfoton,Dsftn,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_298-04-4,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,298-04-4,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidenephosphorane,3118,CCOP(=S)(OCC)SCCSCC,C8H19O2PS3,397,https://pubchem.ncbi.nlm.nih.gov/compound/3118,InChIKey=DOFZAZXDOSGAJZ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DOGIHOCMZJUJNR-UHFFFAOYSA-N,4-methyloctaan,4C1yC8a,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2216-34-4,"InChI=1S/C9H20/c1-4-6-8-9(3)7-5-2/h9H,4-8H2,1-3H3",4-Methyloctane,16665,CCCCC(C)CCC,C9H20,,https://pubchem.ncbi.nlm.nih.gov/compound/16665,InChIKey=DOGIHOCMZJUJNR-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DOIRQSBPFJWKBE-UHFFFAOYSA-N,di-n-butylftalaat,DC4yFt,dibutylftalaat,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_84-74-2,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,84-74-2,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3","dibutyl benzene-1,2-dicarboxylate",3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,C16H22O4,61,https://pubchem.ncbi.nlm.nih.gov/compound/3026,InChIKey=DOIRQSBPFJWKBE-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DOLQYFPDPKPQSS-UHFFFAOYSA-N,"3,4-dimethylaniline",34DC1yAn,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,95-64-7,"InChI=1S/C8H11N/c1-6-3-4-8(9)5-7(6)2/h3-5H,9H2,1-2H3","3,4-Dimethylaniline",7248,CC1=C(C=C(C=C1)N)C,C8H11N,,https://pubchem.ncbi.nlm.nih.gov/compound/7248,InChIKey=DOLQYFPDPKPQSS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DOOTYTYQINUNNV-UHFFFAOYSA-N,triethylcitraat,TC2ycitt,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,77-93-0,"InChI=1S/C12H20O7/c1-4-17-9(13)7-12(16,11(15)19-6-3)8-10(14)18-5-2/h16H,4-8H2,1-3H3","1,2,3-triethyl 2-hydroxypropane-1,2,3-tricarboxylate",6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,C12H20O7,,https://pubchem.ncbi.nlm.nih.gov/compound/6506,InChIKey=DOOTYTYQINUNNV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DOULWWSSZVEPIN-UHFFFAOYSA-N,1-(4-isopropylfenyl)-3-methylureum,14iC3yFy3C1y,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,34123-57-4,"InChI=1S/C11H16N2O/c1-8(2)9-4-6-10(7-5-9)13-11(14)12-3/h4-8H,1-3H3,(H2,12,13,14)",3-methyl-1-(4-propan-2-ylphenyl)urea,182167,CC(C)C1=CC=C(C=C1)NC(=O)NC,C11H16N2O,,https://pubchem.ncbi.nlm.nih.gov/compound/182167,InChIKey=DOULWWSSZVEPIN-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DPBLXKKOBLCELK-UHFFFAOYSA-N,N-amylamine,NamAe,n-amylamine,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,110-58-7,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",pentan-1-amine,8060,CCCCCN,C5H13N,,https://pubchem.ncbi.nlm.nih.gov/compound/8060,InChIKey=DPBLXKKOBLCELK-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DPJCXCZTLWNFOH-UHFFFAOYSA-N,2-nitroaniline,2NO2An,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,88-74-4,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",2-Nitroaniline,6946,C1=CC=C(C(=C1)N)[N+](=O)[O-],C6H6N2O2,,https://pubchem.ncbi.nlm.nih.gov/compound/6946,InChIKey=DPJCXCZTLWNFOH-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DPNGWXJMIILTBS-UHFFFAOYSA-N,myosmine,myomne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,532-12-7,"InChI=1S/C9H10N2/c1-3-8(7-10-5-1)9-4-2-6-11-9/h1,3,5,7H,2,4,6H2","3-(4,5-dihydro-3H-pyrrol-2-yl)pyridine",442649,C1CC(=NC1)C2=CN=CC=C2,C9H10N2,,https://pubchem.ncbi.nlm.nih.gov/compound/442649,InChIKey=DPNGWXJMIILTBS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DPNNNPAKRZOSMO-UHFFFAOYSA-K,gadoteridol,gadtrdl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,120066-54-8,"InChI=1S/C17H32N4O7.Gd/c1-14(22)10-18-2-4-19(11-15(23)24)6-8-21(13-17(27)28)9-7-20(5-3-18)12-16(25)26;/h14,22H,2-13H2,1H3,(H,23,24)(H,25,26)(H,27,28);/q;+3/p-3","gadolinium(+3) cation; 2-[4-(2-hydroxypropyl)-7,10-bis(2-oxido-2-oxoethyl)-1,4,7,10-tetrazacyclododec-1-yl]acetate",60714,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],C17H29GdN4O7,,https://pubchem.ncbi.nlm.nih.gov/compound/60714,InChIKey=DPNNNPAKRZOSMO-UHFFFAOYSA-K
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DPSPPJIUMHPXMA-UHFFFAOYSA-N,flumequine,flumqne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,143984-63-8|42835-25-6,"InChI=1S/C14H12FNO3/c1-7-2-3-8-4-9(15)5-10-12(8)16(7)6-11(13(10)17)14(18)19/h4-7H,2-3H2,1H3,(H,18,19)",,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,C14H12FNO3,,https://pubchem.ncbi.nlm.nih.gov/compound/3374,InChIKey=DPSPPJIUMHPXMA-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DPUOLQHDNGRHBS-KTKRTIGZSA-N,erucazuur,erczr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,112-86-7,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-",(Z)-Docos-13-enoic acid,5281116,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,C22H42O2,,https://pubchem.ncbi.nlm.nih.gov/compound/5281116,InChIKey=DPUOLQHDNGRHBS-KTKRTIGZSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQJCHOQLCLEDLL-UHFFFAOYSA-N,tricyclazool,Tcczl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,41814-78-2,"InChI=1S/C9H7N3S/c1-6-3-2-4-7-8(6)12-5-10-11-9(12)13-7/h2-5H,1H3","8-methyl-[1,2,4]triazolo[3,4-b][1,3]benzothiazole",39040,CC1=C2C(=CC=C1)SC3=NN=CN23,C9H7N3S,,https://pubchem.ncbi.nlm.nih.gov/compound/39040,InChIKey=DQJCHOQLCLEDLL-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQKWXTIYGWPGOO-UHFFFAOYSA-N,broomoxynil-octanoaat,BrOxnOcnat,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,33964-24-8|1689-99-2|86702-80-9,"InChI=1S/C15H17Br2NO2/c1-2-3-4-5-6-7-14(19)20-15-12(16)8-11(10-18)9-13(15)17/h8-9H,2-7H2,1H3","(2,6-dibromo-4-cyanophenyl) octanoate",15533,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br,C15H17Br2NO2,,https://pubchem.ncbi.nlm.nih.gov/compound/15533,InChIKey=DQKWXTIYGWPGOO-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQMZLTXERSFNPB-UHFFFAOYSA-N,primidon,primdn,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,125-33-7,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)","5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,C12H14N2O2,,https://pubchem.ncbi.nlm.nih.gov/compound/4909,InChIKey=DQMZLTXERSFNPB-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQRQIQZHRCRSDB-UHFFFAOYSA-M,kalium N-methyldithiocarbamaat,KNC1yDtocbmt,kalium n-methyldithiocarbamaat,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,137-41-7,"InChI=1S/C2H5NS2.K/c1-3-2(4)5;/h1H3,(H2,3,4,5);/q;+1/p-1",potassium methylaminomethanedithioate,8725,CN=C(S)[S-].[K+],C2H4KNS2,,https://pubchem.ncbi.nlm.nih.gov/compound/8725,InChIKey=DQRQIQZHRCRSDB-UHFFFAOYSA-M
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQVGVYRSVYCJRR-HTLTWAQSSA-N,feofytine a,,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,603-17-8,"InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,56-57H,1,14-25,27H2,2-12H3/b34-26+,42-28?,43-29?,44-28?,45-30?,46-29?,47-30?,52-50?",,5351507,CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(C(C(=N4)C5=C6C(=C(C(=N6)C=C1N2)C)C(=O)C5C(=O)OC)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C)C)C=C)C,C55H74N4O5,,https://pubchem.ncbi.nlm.nih.gov/compound/5351507,InChIKey=DQVGVYRSVYCJRR-HTLTWAQSSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQWPFSLDHJDLRL-UHFFFAOYSA-N,triethylfosfaat,TC2yPO4,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,78-40-0,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3","['triethoxy-hydroxyphosphanium', 'Triethyl phosphate']",6535,CCOP(=O)(OCC)OCC,C6H15O4P,,https://pubchem.ncbi.nlm.nih.gov/compound/6535,InChIKey=DQWPFSLDHJDLRL-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DQZCVNGCTZLGAQ-UHFFFAOYSA-N,cycluron,cycrn,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2163-69-1,"InChI=1S/C11H22N2O/c1-13(2)11(14)12-10-8-6-4-3-5-7-9-10/h10H,3-9H2,1-2H3,(H,12,14)","3-Cyclooctyl-1,1-dimethylurea",16554,CN(C)C(=O)NC1CCCCCCC1,C11H22N2O,,https://pubchem.ncbi.nlm.nih.gov/compound/16554,InChIKey=DQZCVNGCTZLGAQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DROMNWUQASBTFM-UHFFFAOYSA-N,dinonylftalaat,DC9yFt,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,68648-92-0|68515-45-7|84-76-4,"InChI=1S/C26H42O4/c1-3-5-7-9-11-13-17-21-29-25(27)23-19-15-16-20-24(23)26(28)30-22-18-14-12-10-8-6-4-2/h15-16,19-20H,3-14,17-18,21-22H2,1-2H3","dinonyl benzene-1,2-dicarboxylate",6787,CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC,C26H42O4,,https://pubchem.ncbi.nlm.nih.gov/compound/6787,InChIKey=DROMNWUQASBTFM-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-AHCXROLUSA-N,barium 133,Ba133,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,13981-41-4,InChI=1S/Ba/i1-4,,5491664,[Ba],Ba,,https://pubchem.ncbi.nlm.nih.gov/compound/5491664,InChIKey=DSAJWYNOEDNPEQ-AHCXROLUSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-AKLPVKDBSA-N,barium 140,Ba140,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,14798-08-4,InChI=1S/Ba/i1+3,,6335490,[Ba],Ba,,https://pubchem.ncbi.nlm.nih.gov/compound/6335490,InChIKey=DSAJWYNOEDNPEQ-AKLPVKDBSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-UHFFFAOYSA-N,barium,Ba,"barium, opgelost",,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_7440-39-3,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,7440-39-3,InChI=1S/Ba,BARIUM,5355457,[Ba],Ba,138|139|140|1922|1990,https://pubchem.ncbi.nlm.nih.gov/compound/5355457,InChIKey=DSAJWYNOEDNPEQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSBIJCMXAIKKKI-UHFFFAOYSA-N,5-nitro-ortho-toluidine,5NO2otlidne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,99-55-8,"InChI=1S/C7H8N2O2/c1-5-2-3-6(9(10)11)4-7(5)8/h2-4H,8H2,1H3",2-Methyl-5-nitroaniline,7444,CC1=C(C=C(C=C1)[N+](=O)[O-])N,C7H8N2O2,,https://pubchem.ncbi.nlm.nih.gov/compound/7444,InChIKey=DSBIJCMXAIKKKI-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSKJPMWIHSOYEA-UHFFFAOYSA-N,bupirimaat,buprmt,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,41483-43-6|58694-46-5,"InChI=1S/C13H24N4O3S/c1-6-8-9-11-10(3)15-13(14-7-2)16-12(11)20-21(18,19)17(4)5/h6-9H2,1-5H3,(H,14,15,16)","(5-butyl-2-ethylamino-6-methylpyrimidin-4-yl) N,N-dimethylsulfamate",38884,CCCCC1=C(N=C(N=C1OS(=O)(=O)N(C)C)NCC)C,C13H24N4O3S,,https://pubchem.ncbi.nlm.nih.gov/compound/38884,InChIKey=DSKJPMWIHSOYEA-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSNHSQKRULAAEI-UHFFFAOYSA-N,"1,4-diethylbenzeen",14DC2yBen,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,105-05-5,"InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3","1,4-DIETHYLBENZENE",7734,CCC1=CC=C(C=C1)CC,C10H14,,https://pubchem.ncbi.nlm.nih.gov/compound/7734,InChIKey=DSNHSQKRULAAEI-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSRNRYQBBJQVCW-UHFFFAOYSA-N,metoxuron,metxrn,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_19937-59-8,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,19937-59-8,"InChI=1S/C10H13ClN2O2/c1-13(2)10(14)12-7-4-5-9(15-3)8(11)6-7/h4-6H,1-3H3,(H,12,14)","3-(3-Chloro-4-methoxyphenyl)-1,1-dimethylurea",29863,CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl,C10H13ClN2O2,277,https://pubchem.ncbi.nlm.nih.gov/compound/29863,InChIKey=DSRNRYQBBJQVCW-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSSYKIVIOFKYAU-OMNKOJBGSA-N,(1S)-kamfer,1skamfr,(1s)-kamfer,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,464-48-2,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3/t7?,10-/m1/s1","(1S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",10050,CC1(C2CCC1(C(=O)C2)C)C,C10H16O,,https://pubchem.ncbi.nlm.nih.gov/compound/10050,InChIKey=DSSYKIVIOFKYAU-OMNKOJBGSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSSYKIVIOFKYAU-UHFFFAOYSA-N,camfor,camfr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,48113-22-0|68546-28-1|76-22-2|8022-77-3|21368-68-3|8013-55-6,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3","1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",2537,CC1(C2CCC1(C(=O)C2)C)C,C10H16O,,https://pubchem.ncbi.nlm.nih.gov/compound/2537,InChIKey=DSSYKIVIOFKYAU-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DTAPQAJKAFRNJB-UHFFFAOYSA-N,promecarb,promcb,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,4111-89-1|2631-37-0|31677-56-2,"InChI=1S/C12H17NO2/c1-8(2)10-5-9(3)6-11(7-10)15-12(14)13-4/h5-8H,1-4H3,(H,13,14)",(3-methyl-5-propan-2-ylphenyl) N-methylcarbamate,17516,CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,C12H17NO2,,https://pubchem.ncbi.nlm.nih.gov/compound/17516,InChIKey=DTAPQAJKAFRNJB-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DTCJYIIKPVRVDD-UHFFFAOYSA-N,benzthiazuron,benztazrn,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,1929-88-0,"InChI=1S/C9H9N3OS/c1-10-8(13)12-9-11-6-4-2-3-5-7(6)14-9/h2-5H,1H3,(H2,10,11,12,13)","1-(1,3-Benzothiazol-2-yl)-3-methylurea",16007,CNC(=O)NC1=NC2=CC=CC=C2S1,C9H9N3OS,,https://pubchem.ncbi.nlm.nih.gov/compound/16007,InChIKey=DTCJYIIKPVRVDD-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DTDSAWVUFPGDMX-UHFFFAOYSA-N,spirodiclofen,spirdcfn,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,148477-71-8,"InChI=1S/C21H24Cl2O4/c1-4-20(2,3)19(25)26-17-16(14-9-8-13(22)12-15(14)23)18(24)27-21(17)10-6-5-7-11-21/h8-9,12H,4-7,10-11H2,1-3H3","[3-(2,4-dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl] 2,2-dimethylbutanoate",177863,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,C21H24Cl2O4,,https://pubchem.ncbi.nlm.nih.gov/compound/177863,InChIKey=DTDSAWVUFPGDMX-UHFFFAOYSA-N
